index_month_4,index_month_5,index_month_6,index_month_7,index_month_8,elevation,culture_name
-0.054,-0.041,0.07,-0.248,0.4,683,3
-0.028,-0.023,0.012,-0.083,0.153,686,4
-0.02,0.065,-0.092,0.054,0.14,687,4
-0.018000000000000002,-0.008,-0.053,0.082,0.035,687,3
-0.022,0.052000000000000005,0.031,0.09,0.151,687,4
-0.122,0.14200000000000002,0.028,0.213,0.496,615,7
-0.07,0.08700000000000001,-0.164,-0.298,0.47700000000000004,609,7
0.065,0.1708,0.289,0.44,-0.323,656,3
-0.051000000000000004,0.20500000000000002,0.47400000000000003,0.223,0.094,654,0
-0.04,0.1134,0.146,-0.17300000000000001,0.314,728,4
0.168,0.0732,-0.043000000000000003,-0.151,-0.116,750,2
-0.016,0.1618,0.273,0.321,0.241,752,1
0.211,0.15380000000000002,0.196,0.042,0.464,757,1
0.116,0.0442,0.296,0.182,0.078,638,0
-0.017,0.19260000000000002,0.039,0.007,0.027,715,1
-0.014,0.066,0.019,0.027,0.026000000000000002,706,0
0.054,0.0854,-0.075,-0.091,-0.029,705,1
0.043000000000000003,0.21860000000000002,0.123,0.069,-0.057,708,0
-0.041,0.085,-0.093,0.066,0.053,621,0
0.067,0.19260000000000002,-0.31,0.47500000000000003,0.605,715,1
-0.196,0.1756,-0.035,0.165,-0.14300000000000002,709,2
0.106,0.0712,-0.134,-0.068,0.044,707,2
-0.084,0.153,0.136,0.083,-0.126,610,0
0.038,0.605,0.397,0.183,-0.109,726,2
0.039,-0.09,0.076,0.095,0.482,701,4
-0.10400000000000001,-0.137,-0.292,0.591,0.401,733,4
-0.024,0.078,0.088,0.1716,-0.033,823,7
0.015,0.042,-0.046,0.1716,-0.061,820,7
-0.062,-0.078,0.188,0.2,0.082,868,7
0.035,0.042,0.01,0.063,0.065,669,3
-0.111,0.193,0.022,0.583,-0.28500000000000003,671,3
0.044,-0.11800000000000001,-0.243,0.329,0.326,738,3
0.033,0.055,-0.20700000000000002,-0.002,-0.161,672,3
0.042,0.117,0.005,-0.165,0.048,678,3
-0.051000000000000004,-0.123,0.14100000000000001,0.20400000000000001,-0.274,678,4
-0.112,0.352,0.002,-0.134,0.179,687,0
0.19,0.043000000000000003,0.23500000000000001,0.167,-0.17500000000000002,687,2
0.064,0.446,0.196,-0.29,0.20700000000000002,701,0
-0.113,0.499,-0.321,-0.098,-0.129,713,0
-0.105,-0.128,0.166,0.02,-0.305,754,3
0.052000000000000005,0.442,0.722,-0.273,0.152,756,0
-0.10400000000000001,0.117,0.41300000000000003,0.183,-0.23600000000000002,756,2
-0.123,0.04,0.127,0.342,-0.2,757,2
-0.015,-0.045,0.062,0.044,-0.044,762,3
0.085,-0.168,-0.32,0.391,0.28800000000000003,760,3
0.035,0.02,0.04,-0.039,0.02,763,2
-0.013000000000000001,-0.063,0.049,-0.044,-0.045,770,2
-0.016,-0.039,0.036000000000000004,-0.023,0.036000000000000004,770,3
-0.007,-0.038,-0.029,-0.014,-0.031,770,4
-0.031,-0.055,0.177,-0.203,0.281,778,3
0.0,-0.018000000000000002,0.03,-0.018000000000000002,0.015,897,2
0.048,0.052000000000000005,-0.126,0.054,0.042,939,1
-0.009000000000000001,0.044,-0.036000000000000004,-0.004,0.051000000000000004,939,1
-0.006,0.015,-0.043000000000000003,0.001,0.014,963,2
0.115,0.676,-0.262,0.17500000000000002,-0.127,620,2
0.081,0.067,0.2,-0.356,0.371,621,7
0.052000000000000005,0.116,-0.375,0.631,-0.032,623,7
0.117,0.529,0.439,-0.14,-0.117,628,2
-0.18,0.182,0.084,-0.329,0.318,632,1
0.161,0.507,-0.038,-0.224,0.21,630,1
0.101,0.092,-0.006,-0.091,0.035,618,2
-0.076,0.077,0.07100000000000001,-0.06,-0.047,637,1
0.044,0.121,-0.2,0.335,0.148,627,4
0.048,0.054,0.08600000000000001,0.044,0.074,626,3
0.057,0.23900000000000002,0.317,0.132,0.062,654,0
-0.027,-0.001,-0.128,-0.169,0.13,626,4
-0.041,0.233,0.395,-0.096,-0.137,1221,2
-0.12,0.11,0.371,-0.095,-0.171,1216,2
0.105,0.068,0.245,0.332,0.184,1275,0
-0.024,0.115,0.179,0.125,0.213,1146,1
0.10200000000000001,0.161,0.304,0.184,-0.261,1144,1
0.064,0.41200000000000003,-0.321,0.318,0.169,1150,2
-0.033,0.04,0.226,0.2,-0.034,1253,2
0.06,0.338,0.14300000000000002,-0.035,0.117,1141,0
-0.061,0.125,0.004,-0.244,0.14400000000000002,627,4
-0.04,-0.036000000000000004,-0.116,-0.199,-0.21,629,3
0.047,-0.057,0.176,0.085,0.339,634,3
-0.058,-0.016,0.08,0.113,0.003,636,0
-0.038,0.359,-0.34600000000000003,-0.28800000000000003,0.20700000000000002,633,0
-0.041,0.198,0.07,0.184,-0.088,633,0
0.21,0.048,-0.037,0.053,-0.067,628,2
-0.027,-0.096,0.073,-0.267,0.396,624,4
0.074,-0.394,-0.223,0.513,0.23900000000000002,625,1
0.097,-0.127,0.027,0.619,0.14100000000000001,672,3
-0.091,-0.083,0.323,0.131,0.114,674,3
0.049,-0.116,-0.178,0.483,0.306,671,3
0.032,0.07200000000000001,0.20500000000000002,0.467,0.299,664,4
0.017,0.019,0.008,0.115,0.076,635,3
-0.074,-0.033,0.08,0.678,0.642,664,4
0.044,0.063,0.05,0.33,0.099,677,4
0.056,-0.13,0.214,0.20800000000000002,0.077,724,4
0.129,0.176,-0.002,0.64,0.452,712,3
0.10400000000000001,0.243,0.261,-0.131,0.133,723,2
-0.061,-0.132,0.251,0.167,0.159,737,2
-0.05,0.035,0.434,0.146,0.125,737,3
0.252,0.093,-0.153,0.125,-0.145,606,2
-0.026000000000000002,0.1472,-0.078,-0.145,-0.139,605,2
0.002,0.1,-0.053,0.08,0.108,587,1
-0.132,0.32180000000000003,-0.059800000000000006,0.16140000000000002,-0.215,713,1
-0.026600000000000002,-0.224,-0.009000000000000001,0.09860000000000001,0.0848,588,2
0.031,-0.012,0.246,0.109,-0.053,603,2
0.049,-0.061,-0.182,0.088,0.108,599,1
-0.033,0.058,0.17200000000000001,0.091,0.046,603,2
-0.02,0.591,0.23500000000000001,0.089,0.059000000000000004,605,2
-0.077,0.006,-0.082,-0.117,-0.111,606,0
-0.056,-0.073,0.10200000000000001,-0.033,0.223,646,4
-0.084,0.192,-0.219,0.365,0.371,657,3
0.062,0.169,-0.211,0.549,0.183,664,3
0.05,-0.077,0.001,-0.201,0.243,696,4
0.068,0.328,-0.112,-0.135,0.101,711,4
-0.042,-0.318,-0.28200000000000003,0.223,-0.169,717,4
0.005,-0.242,0.30000000000000004,0.256,-0.017,742,1
-0.028,0.007,0.066,0.033,0.028,784,0
0.066,-0.107,0.137,0.076,-0.073,625,0
0.043000000000000003,-0.15,0.224,0.08120000000000001,-0.094,1120,0
-0.095,0.28600000000000003,0.541,0.08120000000000001,-0.125,1115,0
0.065,0.276,0.095,0.08120000000000001,-0.154,1078,2
-0.017,-0.028,0.065,0.059000000000000004,0.099,1130,4
-0.042,-0.032,-0.098,0.08120000000000001,-0.133,1107,3
-0.10400000000000001,-0.08700000000000001,0.15,0.10060000000000001,0.178,914,4
-0.11800000000000001,0.137,-0.438,0.17300000000000001,-0.21,937,2
-0.099,-0.014,0.158,-0.053200000000000004,0.6980000000000001,785,4
0.069,-0.187,-0.011,0.10060000000000001,0.152,907,4
0.015,0.051000000000000004,0.046,0.020800000000000003,-0.026000000000000002,1046,4
-0.063,-0.093,0.189,0.17300000000000001,0.10300000000000001,925,4
-0.157,0.169,0.619,0.10060000000000001,0.535,891,3
-0.011,0.013000000000000001,0.024,0.2,0.053,867,3
-0.04,0.099,-0.098,0.10060000000000001,0.242,892,3
-0.016,0.034,0.037,0.1468,-0.053,951,3
-0.06,0.083,0.215,0.17300000000000001,0.26,937,3
0.032,0.126,-0.11900000000000001,0.0956,0.28600000000000003,1030,3
0.06,-0.067,0.001,0.0956,0.10300000000000001,1014,3
-0.096,0.197,0.159,0.08120000000000001,0.122,1078,0
0.017,0.081,-0.105,0.0164,-0.056,1219,2
0.02,0.017,0.031,0.08120000000000001,-0.019,1110,2
0.011,0.027,0.077,0.08120000000000001,0.03,1094,2
-0.034,0.056,0.20500000000000002,0.08120000000000001,0.06,1094,2
-0.006,0.023,0.031,0.1278,0.016,879,2
0.006,-0.018000000000000002,0.004,0.2,0.014,868,2
-0.095,0.08700000000000001,-0.369,0.08120000000000001,0.157,1071,0
-0.121,-0.10400000000000001,0.251,0.08120000000000001,0.115,1077,3
0.061,-0.092,-0.292,0.08120000000000001,-0.42,1074,4
-0.073,0.20400000000000001,0.122,0.08120000000000001,0.109,1077,2
0.06,0.193,0.105,0.08120000000000001,0.014,1077,1
0.046,0.401,0.372,0.08120000000000001,0.146,1077,2
0.009000000000000001,0.027,0.039,0.132,-0.047,985,4
-0.024,-0.029,0.033,0.132,0.07,977,4
-0.006,0.066,-0.048,0.132,0.046,982,3
0.007,-0.004,0.009000000000000001,0.132,0.052000000000000005,985,3
-0.066,-0.09,0.07100000000000001,0.132,0.251,982,3
-0.089,0.152,0.135,0.132,0.548,979,3
0.043000000000000003,0.038,-0.098,0.0956,0.052000000000000005,1008,2
-0.025,0.024,0.024,0.0956,0.021,1024,2
-0.012,0.035,-0.02,0.0956,0.012,1024,2
-0.091,0.424,-0.04,0.0956,0.054,1012,2
-0.027,-0.08,-0.003,0.0956,-0.043000000000000003,1002,2
-0.09,0.298,-0.281,0.0956,0.07,1004,0
0.067,0.262,-0.035,0.0956,-0.076,1008,0
0.013000000000000001,0.014,-0.029,0.0956,0.008,1024,0
-0.008,-0.022,0.008,0.0956,0.009000000000000001,1024,0
-0.004,0.018000000000000002,0.033,0.0956,0.012,1024,0
0.046,0.211,-0.041,0.0956,-0.075,1002,0
0.145,0.36,0.448,0.08120000000000001,0.047,1083,4
0.05,-0.047,-0.137,0.08120000000000001,-0.171,1073,4
-0.011,0.065,0.153,0.083,0.044,1527,7
0.048,0.015,0.223,0.083,-0.125,1559,7
0.033,0.21,0.213,0.083,0.152,1571,7
-0.031,0.08600000000000001,-0.164,0.176,0.006,1544,7
-0.023,0.033,-0.08600000000000001,0.083,-0.044,1497,7
0.018000000000000002,0.0732,0.079,0.096,0.063,751,3
0.009000000000000001,0.1308,0.055,-0.019,-0.016,751,0
0.019,-0.0322,0.029,0.022,-0.024,766,3
-0.009000000000000001,0.20040000000000002,0.006,0.043000000000000003,0.026000000000000002,742,3
-0.031,0.068,-0.056,0.097,-0.08,735,3
-0.026000000000000002,0.049800000000000004,0.059000000000000004,0.14,0.153,721,3
0.011,0.0122,0.032,0.054,0.022,720,3
0.016,-0.022,0.123,-0.082,0.138,720,4
-0.052000000000000005,-0.0114,0.21,-0.1,-0.022,672,4
-0.096,0.0056,0.111,-0.181,0.051000000000000004,676,4
-0.018000000000000002,0.0528,0.216,0.181,0.11900000000000001,707,4
0.07100000000000001,0.018000000000000002,0.377,0.23700000000000002,0.501,685,4
-0.198,0.216,-0.229,-0.063,0.125,692,2
-0.042,0.1482,0.41600000000000004,0.314,-0.317,660,4
-0.075,0.3058,0.40800000000000003,-0.336,0.377,660,1
-0.17,0.0016,0.039,0.14,-0.146,685,2
-0.054,0.369,0.295,-0.191,0.195,742,2
-0.09,0.154,0.196,0.773,0.224,746,4
0.037,0.265,0.376,-0.068,0.07,783,0
-0.021,-0.018000000000000002,0.02,-0.077,0.031,774,0
0.043000000000000003,0.338,-0.256,0.181,0.041,756,0
-0.076,-0.069,0.113,0.132,0.443,965,3
0.004,0.007,0.016,0.0956,-0.015,1001,4
0.107,-0.17,0.025,0.0956,0.196,1001,3
0.067,0.076,0.246,0.0956,0.43,1001,4
0.058,-0.223,0.28400000000000003,-0.0024000000000000002,0.187,770,0
0.013000000000000001,0.042,0.054,0.152,0.035,763,0
0.028,0.006,0.064,0.17300000000000001,0.037,940,0
-0.059000000000000004,0.132,0.147,0.17300000000000001,0.061,940,0
0.132,-0.311,0.01,0.059000000000000004,0.46,1147,4
